Nome,Marca,Unidade,Preço,Preço anterior,Preço por unidade
Cacao Valorcao puro 500 g,,,"2,85 €",,"5,70 €/Kilogramo"
Chocolate Froiz a la taza 400 g,,,"2,09 €",,"5,23 €/Kilogramo"
Chocolate Ram a la taza brik 1 l,,,"2,25 €",,"2,25 €/Litro"
Chocolate Sabú a la taza plata 500g,,,"2,95 €",,"5,90 €/Kilogramo"
Chocolate Valor a la taza 300 g,,,"2,39 €",,"7,97 €/Kilogramo"
Crema de cacahuete 100% Beplus 500 g,,,"3,00 €",,"6,00 €/Kilogramo"
Crema de cacahuete Capitán Mani 90% 340 g,,,"2,89 €",,"8,50 €/Kilogramo"
Tahín sésamo tostado Bio NaturGreen 300 g,,,"4,59 €",,"15,30 €/Kilogramo"
Crema de castañas y cacao realfooding Shukran 200 g,,,"2,50 €","2,95 €","12,50 €/Kilogramo"
Crema Froiz Cacao-Avellanas 500 g,,,"1,65 €",,"3,30 €/Kilogramo"
Crema Froiz Cacao-Avellanas dúo 500 g,,,"1,65 €",,"3,30 €/Kilogramo"
Crema Nutella de avellanas y cacao 350 g,,,"3,19 €",,"9,11 €/Kilogramo"
Dulce de leche Mardel 450 g,,,"2,59 €",,"5,76 €/Kilogramo"
Nocilla Chocoleche 0% azúcares añadidos vaso 180 g,,,"2,59 €",,"14,39 €/Kilogramo"
Nocilla Chocoleche 180 g,,,"2,19 €",,"12,17 €/Kilogramo"
Nocilla Chocoleche vaso 360 g,,,"3,25 €",,"9,03 €/Kilogramo"
Nocilla cookies & cream vaso 180 g,,,"2,59 €",,"14,39 €/Kilogramo"
Nocilla crema leche vaso 180 g,,,"2,19 €",,"12,17 €/Kilogramo"
Nocilla Familiar Chocoleche tarrina 620 g,,,"4,95 €",,"7,98 €/Kilogramo"
Nocilla Noir vaso 180 g,,,"2,59 €",,"14,39 €/Kilogramo"
Nocilla Original vaso 360 g,,,"3,25 €",,"9,03 €/Kilogramo"
Nocilla Sticks Chocoleche 2x30 g,,,"1,00 €",,"16,67 €/Kilogramo"
Barrita chocolatina Snickers 3x50 g,,,"1,99 €",,"13,27 €/Kilogramo"
Barrita chocolatina Twix 3x50 g,,,"2,10 €",,"14,00 €/Kilogramo"
Barritas Froiz rellenas con cacao y avellanas 6 u 130 g,,,"1,10 €",,"8,46 €/Kilogramo"
"Bolitas chocolate con leche malteada Maltesers 148,5 g",,,"2,59 €",,"17,38 €/Kilogramo"
Caja surtido chocolate Celebrations Mars 196 g,,,"3,75 €",,"19,13 €/Kilogramo"
Chocolatina Kit Kat 3x41.5 g,,,"1,69 €",,"13,63 €/Kilogramo"
Chocolatina Kit kat mini bolsa 200 g,,,"1,49 €","1,65 €","7,45 €/Kilogramo"
Chocolatina Toblerone pack-3 150 g,,,"2,50 €",,"16,67 €/Kilogramo"
Conguitos blancos doypack 220 g,,,"2,75 €",,"12,50 €/Kilogramo"
Conguitos chocolate con leche y cacahuete doypack 220 g,,,"2,75 €",,"12,50 €/Kilogramo"
Conguitos original DoyPack 175 g,,,"2,29 €",,"13,09 €/Kilogramo"
Grageas de chocolate con relleno de cacahuete M&M's bolsa 200 g,,,"2,59 €",,"11,77 €/Kilogramo"
Huesitos Valor original 10 x 20 g,,,"1,99 €",,"9,95 €/Kilogramo"
Huevo Kinder Joy T-3 3x20 g,,,"3,59 €",,"59,83 €/Kilogramo"
Huevos Alteza chocolate con leche con sorpresa 3x20g,,,"1,50 €",,"25,00 €/Kilogramo"
Kinder Bueno mini T.20 108 g,,,"2,19 €",,"20,28 €/Kilogramo"
Kinder Bueno T.2 3x43g,,,"2,49 €",,"19,30 €/Kilogramo"
Kinder Bueno T.2 43 g,,,"1,15 €",,"26,74 €/Kilogramo"
Kinder Bueno White T.2 39 g,,,"1,15 €",,"29,49 €/Kilogramo"
Kinder Bueno White T.2 3x39 g,,,"2,49 €",,"21,28 €/Kilogramo"
Kinder calendario adviento estrella 149g,,,"5,99 €",,"5,99 €/Unidad"
Kinder Chocolate Maxi T-6 120 g,,,"1,95 €",,"16,25 €/Kilogramo"
Kinder chocolate T-8 100 g,,,"1,49 €",,"14,90 €/Kilogramo"
Kinder delice T.1 42 g,,,"0,74 €",,"17,62 €/Kilogramo"
Kinder delice T.10 390 g,,,"3,95 €",,"10,13 €/Kilogramo"
Kinder Schoko-Bons 200 g,,,"3,49 €",,"17,45 €/Kilogramo"
Lacasitos choco Tubo Licencia 20 g,,,"2,30 €",,"115,00 €/Kilogramo"
Lacasitos chocolate tubo R-4X20 g,,,"2,39 €",,"29,88 €/Kilogramo"
Lacasitos DoyPack 150 g,,,"2,29 €",,"15,27 €/Kilogramo"
Parasoles chocolate Lacasa 5 u 50 g,,,"2,25 €",,"45,00 €/Kilogramo"
Chocolate Crunch con leche 100 g,,,"1,00 €","1,15 €","10,00 €/Kilogramo"
Chocolate Ferrero Rocher original 90 g,,,"2,19 €",,"24,33 €/Kilogramo"
Chocolate Froiz blanco 75 g,,,"0,45 €",,"6,00 €/Kilogramo"
Chocolate Froiz con leche sin azúcares añadidos 100 g,,,"0,95 €",,"9,50 €/Kilogramo"
Chocolate Froiz extrafino con leche y almendras 150 g,,,"0,97 €",,"6,47 €/Kilogramo"
Chocolate Froiz extrafino con leche y avellanas 150 g,,,"0,90 €",,"6,00 €/Kilogramo"
Chocolate Froiz extrafino leche 150 g,,,"0,70 €",,"4,67 €/Kilogramo"
Chocolate Froiz leche con almendras enteras 200 g,,,"1,29 €",,"6,45 €/Kilogramo"
Chocolate Froiz negro 55 % cacao 150 g,,,"0,75 €",,"5,00 €/Kilogramo"
Chocolate Froiz negro 55% con almendras 200 g,,,"1,29 €",,"6,45 €/Kilogramo"
Chocolate Froiz negro 55% con avellanas 200 g,,,"1,50 €",,"7,50 €/Kilogramo"
Chocolate Froiz negro 72 % cacao 100 g,,,"0,75 €",,"7,50 €/Kilogramo"
Chocolate Froiz negro 85% cacao 100 g,,,"1,05 €",,"10,50 €/Kilogramo"
Chocolate Froiz negro 85% con almendras 200 g,,,"1,80 €",,"9,00 €/Kilogramo"
Chocolate Froiz negro 99% cacao 100 g,,,"1,50 €",,"15,00 €/Kilogramo"
Chocolate Froiz relleno fresa 100 g,,,"0,85 €",,"8,50 €/Kilogramo"
Chocolate Froiz relleno naranja 100 g,,,"0,85 €",,"8,50 €/Kilogramo"
Chocolate Huesitos blanco 125 g,,,"1,59 €",,"12,72 €/Kilogramo"
Chocolate Huesitos con leche 125 g,,,"1,59 €",,"12,72 €/Kilogramo"
Chocolate Lacasa Lacasitos leche 100 g,,,"1,40 €",,"14,00 €/Kilogramo"
Chocolate Lindt con leche 125 g,,,"1,49 €",,"11,92 €/Kilogramo"
Chocolate Lindt Excellence 70% cacao 100 g,,,"2,65 €",,"26,50 €/Kilogramo"
Chocolate Lindt Excellence 85 % cacao 100 g,,,"2,65 €",,"26,50 €/Kilogramo"
Chocolate Lindt Excellence 90% cacao 100 g,,,"2,35 €",,"23,50 €/Kilogramo"
Chocolate Lindt Excellence negro con naranja y almendras 100 g,,,"2,35 €",,"23,50 €/Kilogramo"
Chocolate Lindt Lindor extra negro 60% cacao 100 g,,,"1,85 €",,"18,50 €/Kilogramo"
Chocolate Lindt Lindor leche 100 g,,,"1,80 €",,"18,00 €/Kilogramo"
Chocolate M&M's con leche y cacahuete 165 g,,,"2,29 €",,"13,88 €/Kilogramo"
Chocolate Milka Cacahuete Caramelo 276 g,,,"2,95 €",,"10,69 €/Kilogramo"
Chocolate Milka caramelo 100 g,,,"0,90 €",,"9,00 €/Kilogramo"
Chocolate Milka choco swing galleta 300 g,,,"2,95 €",,"9,83 €/Kilogramo"
Chocolate Milka con almendras 125 g,,,"1,85 €",,"14,80 €/Kilogramo"
Chocolate Milka con avellanas 270 g,,,"2,49 €",,"9,22 €/Kilogramo"
Chocolate Milka con leche 125 g,,,"1,00 €",,"8,00 €/Kilogramo"
Chocolate Milka Oreo 100 g,,,"0,90 €",,"9,00 €/Kilogramo"
Chocolate Milka Oreo sándwich 92 g,,,"1,29 €",,"14,02 €/Kilogramo"
Chocolate Milka sabor a Cookie y trozos de galleta Chips Ahoy 100g,,,"1,10 €",,"11,00 €/Kilogramo"
Chocolate Milka sándwich Lu 87 g,,,"0,90 €",,"10,34 €/Kilogramo"
Chocolate Milka sándwich Tuc 87 g,,,"1,15 €",,"13,22 €/Kilogramo"
Chocolate Milkybar blanco 100 g,,,"1,00 €","1,08 €","10,00 €/Kilogramo"
Chocolate Nesquik con leche 100 g,,,"1,00 €","1,17 €","10,00 €/Kilogramo"
"Chocolate Nestlé Atelier negro con arándanos azules, avellanas y almendras 170 g",,,"2,80 €",,"16,47 €/Kilogramo"
Chocolate Nestlé chocolate negro 270 g,,,"2,39 €",,"8,85 €/Kilogramo"
Chocolate Nestlé con leche 125 g,,,"0,99 €",,"7,92 €/Kilogramo"
Chocolate Nestlé con leche 270 g,,,"2,05 €",,"7,59 €/Kilogramo"
Chocolate Nestlé con leche y almendras 123 g,,,"1,25 €",,"10,16 €/Kilogramo"
Chocolate Nestlé con leche y almendras 270 g,,,"2,39 €",,"8,85 €/Kilogramo"
Chocolate Nestlé con leche y avellanas 123 g,,,"1,39 €",,"11,30 €/Kilogramo"
Chocolate Nestlé Dolca con leche 100 g,,,"0,67 €",,"6,70 €/Kilogramo"
Chocolate Nestlé Dolca negro 100 g,,,"0,67 €",,"6,70 €/Kilogramo"
Chocolate Nestlé dulce de leche 120 g,,,"1,31 €",,"10,92 €/Kilogramo"
Chocolate Nestlé extrafino Dinosaurus 120 g,,,"1,31 €",,"10,92 €/Kilogramo"
Chocolate Nestlé Extrafino xtreme con relleno de caramelo y trocitos de galleta 87 g,,,"0,95 €",,"10,92 €/Kilogramo"
Chocolate Nestlé Jungly 125 g,,,"1,39 €",,"11,12 €/Kilogramo"
Chocolate Nestlé Jungly blanco con galleta 125 g,,,"1,39 €",,"11,12 €/Kilogramo"
Chocolate Nestlé La Lechera leche 120 g,,,"1,35 €",,"11,25 €/Kilogramo"
Chocolate Nestlé leche intenso 40% 125 g,,,"1,16 €",,"9,28 €/Kilogramo"
Chocolate Nestlé Negro 85% Cacao 120 g,,,"1,65 €",,"13,75 €/Kilogramo"
Chocolate Nestlé negro con almendras enteras 150 g,,,"1,99 €",,"13,27 €/Kilogramo"
Chocolate Nestlé negro sin azúcares añadidos 115 g,,,"1,62 €",,"14,09 €/Kilogramo"
Chocolate Raffaello almond 90 g,,,"2,19 €",,"24,33 €/Kilogramo"
Chocolate Sabú con leche 100 g,,,"0,59 €",,"5,90 €/Kilogramo"
Chocolate Valor 70% negro 0% azúcares añadidos 125g,,,"1,99 €",,"15,92 €/Kilogramo"
Chocolate Valor 70% negro 200 g,,,"2,35 €",,"11,75 €/Kilogramo"
Chocolate Valor 70% negro con almendras 250 g,,,"3,99 €",,"15,96 €/Kilogramo"
Chocolate Valor 70% negro con avellanas 250 g,,,"3,99 €",,"15,96 €/Kilogramo"
Chocolate Valor 82% negro 170 g,,,"2,35 €",,"13,82 €/Kilogramo"
Chocolate Valor 85% negro 0% azúcares añadidos 100 g,,,"1,89 €",,"18,90 €/Kilogramo"
Chocolate Valor 92% negro 170 g,,,"2,79 €",,"16,41 €/Kilogramo"
Chocolate Valor 99% negro 170 g,,,"3,25 €",,"19,12 €/Kilogramo"
Chocolate Valor con leche 45% cacao con almendras y avellanas caramelizadas 200 g,,,"2,45 €",,"12,25 €/Kilogramo"
Chocolate Valor con leche y almendras marconas enteras 250 g,,,"2,75 €","3,15 €","11,00 €/Kilogramo"
Chocolate Valor leche 0% azúcares añadidos 100 g,,,"1,69 €",,"16,90 €/Kilogramo"
Chocolate Valor leche sin lactosa 100 g,,,"1,59 €",,"15,90 €/Kilogramo"
Chocolate Valor leche y almendras 0% azúcares añadidos 150 g,,,"2,85 €",,"19,00 €/Kilogramo"
Chocolate Valor negro 82% con almendras 250 g,,,"4,79 €",,"19,16 €/Kilogramo"
Chocolate Valor negro 82% con almendras y naranja 200 g,,,"3,79 €",,"18,95 €/Kilogramo"
Chocolate Valor puro 0% azúcar añadidos 100 g,,,"1,69 €",,"16,90 €/Kilogramo"
Chocolate Valor puro 200 g,,,"1,87 €",,"9,35 €/Kilogramo"
Chocolate Valor puro con almendras 0% azúcares añadidos 150 g,,,"2,85 €",,"19,00 €/Kilogramo"
Chocolate Valor puro con almendras 250 g,,,"2,75 €","3,15 €","11,00 €/Kilogramo"
Achicoria La Niña molida 500 g,,,"2,45 €",,"4,90 €/Kilogramo"
Achicoria La Niña soluble 200 g,,,"3,45 €",,"17,25 €/Kilogramo"
Bebida café Alteza cappuccino 250 ml,,,"0,80 €",,"3,20 €/Litro"
Bebida café Alteza espresso 250 ml,,,"0,80 €",,"3,20 €/Litro"
Bebida café Alteza Latte macchiato 250 ml,,,"0,80 €",,"3,20 €/Litro"
Caffe Latte Kaiku Cappuccino 230 ml,,,"1,69 €",,"7,35 €/Litro"
Caffe Latte Kaiku Cappuccino Big 370 ml,,,"2,25 €",,"6,08 €/Litro"
Caffe Latte Kaiku espresso 230 ml,,,"1,69 €",,"7,35 €/Litro"
Caffe Latte Kaiku Light sin lactosa 230 ml,,,"1,69 €",,"7,35 €/Litro"
Nescafé Latte Cappuccino 190 ml,,,"1,45 €",,"7,63 €/Litro"
Nescafé Latte Cookies 190 ml,,,"1,45 €",,"7,63 €/Litro"
Nescafé Latte descafeinado 190 ml,,,"1,45 €",,"7,63 €/Litro"
Starbucks Caramelo Macchiato 220 ml,,,"1,99 €",,"9,05 €/Litro"
Cacao cápsulas Nescafé Dolce Gusto Nesquik 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café Alteza cápsulas cortado descafeinado 16 unidades,,,"3,30 €",,"0,21 €/Unidad"
Café Alteza soluble descafeinado 200 g,,,"2,89 €",,"14,45 €/Kilogramo"
Café Alteza soluble natural 200 g,,,"2,25 €",,"11,25 €/Kilogramo"
Café Bonka Colombia grano 500 g,,,"7,99 €",,"15,98 €/Kilogramo"
Café Bonka descafeinado grano 500 g,,,"6,29 €",,"12,58 €/Kilogramo"
Café Bonka grano natural 500 g,,,"5,85 €",,"11,70 €/Kilogramo"
Café Bonka molido descafeinado natural 250 g,,,"2,99 €",,"11,96 €/Kilogramo"
Café Bonka molido ecológico 250 g,,,"3,25 €",,"13,00 €/Kilogramo"
Café Bonka molido mezcla 70/30 250 g,,,"2,45 €",,"9,80 €/Kilogramo"
Café Bonka molido natural 250 g,,,"2,45 €",,"9,80 €/Kilogramo"
Café Bonka molido puro Colombia 250 g,,,"3,75 €",,"15,00 €/Kilogramo"
Café Candelas molido mezcla 250 g,,,"2,59 €",,"10,36 €/Kilogramo"
Café Candelas molido natural 250 g,,,"2,59 €",,"10,36 €/Kilogramo"
Café cápsulas Alteza café con leche 16 unidades,,,"3,30 €",,"0,21 €/Unidad"
Café cápsulas Alteza descafeinado intensidad 7 cápsulas 10 u,,,"1,70 €",,"0,17 €/Unidad"
Café cápsulas Alteza extra intenso 10 unidades,,,"1,70 €",,"0,17 €/Unidad"
Café cápsulas Alteza extra intenso 16 u,,,"3,30 €",,"0,21 €/Unidad"
Café cápsulas Dolce Gusto Starbucks Caffé Latte 121 g 12 u,,,"4,89 €",,"0,41 €/Unidad"
Café cápsulas Dolce Gusto Starbucks Cappuccino 120 g 6 u,,,"4,89 €",,"0,82 €/Unidad"
Café cápsulas L'Arôme espresso fortissimo 10 u,,,"3,89 €",,"0,39 €/Unidad"
Café cápsulas L'Or espresso bio organic 10 u,,,"3,75 €",,"0,38 €/Unidad"
Café cápsulas L'Or Espresso Colombia 10 u,,,"3,89 €",,"0,39 €/Unidad"
Café cápsulas L'Or espresso lungo profundo 10 u,,,"3,89 €",,"0,39 €/Unidad"
Café cápsulas L'Or espresso ristretto 10 u,,,"3,89 €",,"0,39 €/Unidad"
Café cápsulas L'Or espresso sontuoso 10 u,,,"3,89 €",,"0,39 €/Unidad"
Café cápsulas L'Or ristretto descafeinado nº 9 10 u,,,"3,89 €",,"0,39 €/Unidad"
Café cápsulas Marcilla Senseo descafeinado 28 u,,,"3,95 €",,"0,14 €/Unidad"
Café cápsulas Marcilla Senseo fuerte 28 u,,,"3,95 €",,"0,14 €/Unidad"
Café cápsulas Nescafé Dolce Gusto Bonka 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto café con leche 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto cappuccino 8 u,,,"4,89 €",,"0,61 €/Unidad"
Café cápsulas Nescafé Dolce Gusto con leche descafeinado 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto cortado 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto cortado descafeinado 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto Doppio Espresso 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto espresso Intenso 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto espresso Intenso descafeinado 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Nescafé Dolce Gusto Lungo 16 u,,,"4,89 €",,"0,31 €/Unidad"
Café cápsulas Starbucks Nespresso Espresso Roast 57 g 10 u,,,"3,49 €",,"0,35 €/Unidad"
Café cápsulas Starbucks Nespresso Pike Place 53 g 10 u,,,"3,49 €",,"0,35 €/Unidad"
Café cápsulas Starbucks Nespresso Roast descafeinado 57 g 10 u,,,"3,49 €",,"0,35 €/Unidad"
Café cápsulas Tassimo L'Or cappuccino 8 u,,,"5,99 €",,"0,75 €/Unidad"
Café cápsulas Tassimo L'Or espresso descafeinado 16 u,,,"5,99 €",,"0,37 €/Unidad"
Café cápsulas Tassimo L'Or fortissimo intenso 16 u,,,"5,99 €",,"0,37 €/Unidad"
Café cápsulas Tassimo Marcilla café con leche 16 u,,,"5,29 €",,"0,33 €/Unidad"
Café cápsulas Tassimo Marcilla café largo 16 u,,,"5,29 €",,"0,33 €/Unidad"
Café cápsulas Tassimo Marcilla espresso 16 u,,,"5,29 €",,"0,33 €/Unidad"
Café El Gallego grano mezcla 500 g,,,"4,89 €",,"9,78 €/Kilogramo"
Café El Gallego grano natural 500 g,,,"4,89 €",,"9,78 €/Kilogramo"
Café El Gallego mezcla 50/50 250 g,,,"2,30 €",,"9,20 €/Kilogramo"
Café El Gallego molido descafeinado 250 g,,,"2,95 €",,"11,80 €/Kilogramo"
Café El Gallego molido natural 250 g,,,"2,30 €",,"9,20 €/Kilogramo"
Café Fortaleza grano mezcla 50/50 1 kg,,,"9,95 €",,"9,95 €/Kilogramo"
Café Fortaleza grano natural 500 g,,,"5,59 €",,"11,18 €/Kilogramo"
Café Fortaleza molido descafeinado natural 250 g,,,"3,35 €",,"13,40 €/Kilogramo"
Café Fortaleza molido mezcla 250 g,,,"2,89 €",,"11,56 €/Kilogramo"
Café Fortaleza molido natural 250 g,,,"2,89 €",,"11,56 €/Kilogramo"
Café Froiz grano natural 500 g,,,"3,79 €",,"7,58 €/Kilogramo"
Café Froiz molido descafeinado natural 250 g,,,"1,65 €",,"6,60 €/Kilogramo"
Café Froiz molido mezcla 250 g,,,"1,49 €",,"5,96 €/Kilogramo"
Café Froiz molido natural 250 g,,,"1,49 €",,"5,96 €/Kilogramo"
Café La Estrella molido descafeinado 250 g,,,"2,70 €",,"10,80 €/Kilogramo"
Café La Estrella molido mezcla 250 g,,,"2,15 €",,"8,60 €/Kilogramo"
Café Las Candelas grano mezcla 500 g,,,"5,15 €",,"10,30 €/Kilogramo"
Café Las Candelas grano natural 500 g,,,"5,15 €",,"10,30 €/Kilogramo"
Café Marcilla con leche 14 cápsulas compatibles con cafetera Dolce Gusto,,,"3,69 €","4,49 €","0,26 €/Unidad"
Café Marcilla creme mezcla molido 250 g,,,"3,79 €",,"15,16 €/Kilogramo"
Café Marcilla descafeinado cápsulas 20 u,,,"5,99 €",,"0,30 €/Unidad"
Café Marcilla espresso intenso 14 cápsulas compatibles con cafetera Dolce Gusto,,,"3,69 €","4,49 €","0,26 €/Unidad"
Café Marcilla intenso cápsulas 20 u,,,"5,99 €",,"0,30 €/Unidad"
Café Marcilla largo cápsulas 20 u,,,"5,99 €",,"0,30 €/Unidad"
Café Marcilla molido mezcla 250 g,,,"2,99 €",,"11,96 €/Kilogramo"
Café Marcilla molido mezcla descafeinado 200 g,,,"3,29 €",,"16,45 €/Kilogramo"
Café Marcilla molido natural 250 g,,,"2,99 €",,"11,96 €/Kilogramo"
Café Marcilla molido natural descafeinado 200 g,,,"3,29 €",,"16,45 €/Kilogramo"
Café Marcilla soluble descafeinado creme 200 g,,,"8,79 €",,"43,95 €/Kilogramo"
Café Marcilla soluble natural creme 200 g,,,"7,85 €",,"39,25 €/Kilogramo"
Café Nescafé 3 en 1 10 sobres 170 g,,,"2,35 €",,"13,82 €/Kilogramo"
Café Nescafé cappuccino descafeinado 125 g 10 sobres,,,"2,99 €",,"23,92 €/Kilogramo"
Café Nescafé cappuccino normal 140 g 10 sobres,,,"2,99 €",,"21,36 €/Kilogramo"
Café Nescafé cápsulas Áfricas 18 u,,,"6,29 €",,"0,35 €/Unidad"
Café Nescafé cápsulas Brazil 18 u,,,"6,29 €",,"0,35 €/Unidad"
Café Nescafé cápsulas Colombia Expresso descafeinado 10 u,,,"3,50 €",,"0,35 €/Unidad"
Café Nescafé Classic Black Roast 200 g,,,"5,95 €",,"29,75 €/Kilogramo"
Café Nescafé classic descafeinado 10 sobres 2 g,,,"1,19 €",,"59,50 €/Kilogramo"
Café Nescafé classic soluble descafeinado 100 g,,,"3,95 €",,"39,50 €/Kilogramo"
Café Nescafé classic soluble natural 200 g,,,"5,85 €",,"29,25 €/Kilogramo"
Café Nescafé classic soluble natural 50 tazas 100 g,,,"3,75 €",,"37,50 €/Kilogramo"
Café Nescafé descafeinado soluble 200 g,,,"5,95 €",,"29,75 €/Kilogramo"
Café Nescafé Dolce Gusto bebida avena cápsulas 12 u,,,"4,89 €",,"0,41 €/Unidad"
Café Nescafé Dolce Gusto Magnum con leche cápsulas 30 unidades,,,"8,25 €",,"0,28 €/Unidad"
Café Nescafé Dolce Gusto Perú ecológico 12 u,,,"4,89 €",,"0,41 €/Unidad"
Café Nescafé puro Colombia soluble 100 g,,,"5,29 €",,"52,90 €/Kilogramo"
Café Nescafé Vitalissimo descafeinado 200 g,,,"6,35 €",,"31,75 €/Kilogramo"
Café Saimaza molido descafeinado natural 250 g,,,"2,79 €",,"11,16 €/Kilogramo"
Café Saimaza molido mezcla 250 g,,,"1,99 €","2,49 €","7,96 €/Kilogramo"
Café Saimaza molido natural 250 g,,,"1,99 €","2,49 €","7,96 €/Kilogramo"
Café Trópico molido natural 250 g,,,"2,30 €",,"9,20 €/Kilogramo"
Café Trópico natural grano 500 g,,,"4,65 €",,"9,30 €/Kilogramo"
Cereales solubles Alteza 150 g,,,"1,80 €",,"12,00 €/Kilogramo"
Cereales solubles Eko con miel 150 g,,,"2,99 €",,"19,93 €/Kilogramo"
Cereales Solubles Eko Ecológico natural 150 g,,,"2,75 €",,"18,33 €/Kilogramo"
Cereales solubles Eko magnesio 150 g,,,"2,99 €",,"19,93 €/Kilogramo"
Chocolate cápsulas Nescafé Dolce Gusto chococino 8 u,,,"4,89 €",,"0,61 €/Unidad"
Chocolate cápsulas Tassimo Milka 8 u,,,"5,99 €",,"0,75 €/Unidad"
Infusión Froiz Digestiva 20 bolsitas,,,"1,00 €",,"0,05 €/Bolsita"
Infusión Froiz Relax 20 bolsitas,,,"0,89 €",,"0,04 €/Bolsita"
Infusión Hornimans arándanos con hibisco 20 bolsitas,,,"2,45 €",,"0,12 €/Unidad"
Infusión Hornimans cúrcuma con té matcha 20 bolsitas,,,"2,45 €",,"0,12 €/Bolsita"
Infusión Hornimans digest 20 bolsitas,,,"2,35 €",,"0,12 €/Bolsita"
Infusión Hornimans frutal frambuesa y rooibos 20 bolsitas,,,"2,35 €",,"0,12 €/Bolsita"
Infusión Hornimans jenjibre con té matcha 20 bolsitas,,,"2,45 €",,"0,12 €/Bolsita"
Infusión Hornimans maca con jenjibre 20 bolsitas,,,"2,45 €",,"0,12 €/Bolsita"
"Infusión Hornimans Para Tu Botella piña, mango y jengibre 10 bolsitas",,,"2,79 €",,"0,28 €/Bolsita"
Infusión Hornimans relax 20 bolsitas,,,"2,35 €",,"0,12 €/Bolsita"
Infusión Pompadour Cola de Caballo 20 bolsitas,,,"1,99 €","2,29 €","0,10 €/Bolsita"
Infusión Pompadour delgaxan fibra 20 bolsitas,,,"1,99 €","2,45 €","0,10 €/Bolsita"
Infusión Pompadour digestive 20 bolsitas,,,"1,99 €","2,29 €","0,10 €/Bolsita"
Infusión Pompadour duerme bien 20 bolsitas,,,"1,99 €","2,29 €","0,10 €/Bolsita"
Infusión Pompadour Fruit all 20 bolsitas,,,"1,99 €","2,45 €","0,10 €/Bolsita"
Infusión Pompadour hierba luisa 20 bolsitas,,,"2,29 €",,"0,11 €/Bolsita"
Infusión Pompadour jengibre con limón 20 bolsitas,,,"2,15 €",,"0,11 €/Bolsita"
Infusión Pompadour non-stress 20 bolsitas,,,"1,99 €","2,45 €","0,10 €/Bolsita"
Infusión Pompadour valeriana 20 bolsitas,,,"1,99 €","2,29 €","0,10 €/Bolsita"
Infusión Susarón Adelgasana 20 bolsitas,,,"2,49 €",,"0,12 €/Bolsita"
Infusión Susarón Laxsana 20 bolsitas,,,"2,49 €",,"0,12 €/Bolsita"
Infusión Yogi eco India Chai 12 bolsitas,,,"2,75 €",,"0,23 €/Bolsita"
Infusión Yogi ecológica Matcha energía 12 bolsitas,,,"2,75 €",,"0,23 €/Bolsita"
Malta Muller molida 200 g,,,"0,85 €",,"4,25 €/Kilogramo"
Manzanilla Froiz 25 bolsitas,,,"0,75 €",,"0,03 €/Bolsita"
Manzanilla Froiz con anís 25 bolsitas,,,"0,79 €",,"0,03 €/Bolsita"
Manzanilla Hornimans 25 bolsitas,,,"1,95 €",,"0,08 €/Bolsita"
Manzanilla Hornimans con anís 25 bolsitas,,,"1,95 €",,"0,08 €/Bolsita"
Menta Poleo Froiz 25 bolsitas,,,"0,69 €",,"0,03 €/Bolsita"
Menta-poleo Hornimans 25 bolsitas,,,"1,95 €",,"0,08 €/Bolsita"
Té cápsulas Nescafé Dolce Gusto Marrakesh 16 u,,,"4,89 €",,"0,31 €/Unidad"
Té Froiz 25 bolsitas,,,"0,59 €",,"0,02 €/Bolsita"
Té Froiz rojo 25 bolsitas,,,"1,00 €",,"0,04 €/Bolsita"
Té Froiz verde 25 bolsitas,,,"0,79 €",,"0,03 €/Bolsita"
Té Hornimans classic blend 25 bolsitas,,,"1,95 €",,"0,08 €/Bolsita"
Té Hornimans rojo con anís y un toque de ciruela 20 bolsitas,,,"2,35 €",,"0,12 €/Bolsita"
