NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
SYOSS Champô Curls 440 ml,SYOSS,,"3,49 €","7,93 €/l","7,20 €","16,36 €/l",
GLISS Champô Para Cabelo Long e Sublime 250 ml,GLISS,,"2,49 €","9,96 €/l","5,14 €","20,56 €/l",
ELVIVE Champô Reconstrutor Dream Long  250 ml,ELVIVE,,"3,99 €","15,96 €/l",,,
NIVEA MEN Deo Roll-On Black & White Active Men  50 ml,NIVEA MEN,,"2,69 €","53,80 €/l",,,
ELVIVE Condicionador Dream Long 200 ml,ELVIVE,,"3,99 €","19,95 €/l",,,
ELVIVE Máscara Dream Long 300 ml,ELVIVE,,"6,99 €","23,30 €/l",,,
PANTENE Condicionador Caracóis Definidos 200 ml,PANTENE,,"3,99 €","19,95 €/l",,,
PANTENE Champô Repara & Protege 250 ml,PANTENE,,"3,99 €","15,96 €/l",,,
PANTENE Champô Suave & Sedoso 250 ml,PANTENE,,"3,99 €","15,96 €/l",,,
PANTENE Champô Anti-Caspa 250 ml,PANTENE,,"3,99 €","15,96 €/l",,,
